iter	Passed	Remaining
1693	5368	2554
1694	5371	2551
1695	5374	2548
1696	5378	2544
1697	5381	2541
1698	5384	2538
1699	5387	2535
1700	5389	2531
1701	5393	2528
1702	5396	2525
1703	5398	2522
1704	5402	2519
1705	5405	2515
1706	5408	2512
1707	5411	2509
1708	5415	2506
1709	5418	2503
1710	5420	2499
1711	5423	2496
1712	5426	2493
1713	5429	2490
1714	5433	2486
1715	5436	2483
1716	5439	2480
1717	5442	2477
1718	5445	2474
1719	5448	2470
1720	5451	2467
1721	5454	2464
1722	5457	2460
1723	5460	2457
1724	5463	2454
1725	5466	2451
1726	5469	2448
1727	5472	2444
1728	5475	2441
1729	5478	2438
1730	5481	2435
1731	5484	2432
1732	5488	2428
1733	5491	2425
1734	5494	2422
1735	5497	2419
1736	5500	2415
1737	5502	2412
1738	5505	2409
1739	5508	2406
1740	5512	2403
1741	5515	2399
1742	5518	2396
1743	5521	2393
1744	5524	2390
1745	5527	2386
1746	5530	2383
1747	5533	2380
1748	5536	2377
1749	5540	2374
1750	5543	2371
1751	5546	2367
1752	5549	2364
1753	5552	2361
1754	5555	2358
1755	5558	2354
1756	5561	2351
1757	5564	2348
1758	5567	2345
1759	5570	2342
1760	5573	2338
1761	5576	2335
1762	5579	2332
1763	5582	2329
1764	5585	2325
1765	5588	2322
1766	5591	2319
1767	5594	2316
1768	5597	2313
1769	5601	2310
1770	5604	2306
1771	5607	2303
1772	5610	2300
1773	5613	2297
1774	5616	2294
1775	5619	2290
1776	5622	2287
1777	5625	2284
1778	5628	2281
1779	5631	2278
1780	5634	2274
1781	5638	2271
1782	5641	2268
1783	5644	2265
1784	5647	2262
1785	5649	2258
1786	5652	2255
1787	5656	2252
1788	5659	2249
1789	5662	2246
1790	5666	2243
1791	5669	2239
1792	5672	2236
1793	5675	2233
1794	5678	2230
1795	5681	2227
1796	5684	2223
1797	5687	2220
1798	5690	2217
1799	5693	2214
1800	5696	2210
1801	5699	2207
1802	5702	2204
1803	5705	2201
1804	5708	2198
1805	5711	2194
1806	5714	2191
1807	5717	2188
1808	5720	2185
1809	5723	2181
1810	5726	2178
1811	5729	2175
1812	5733	2172
1813	5736	2169
1814	5739	2166
1815	5742	2162
1816	5745	2159
1817	5748	2156
1818	5751	2153
1819	5754	2150
1820	5757	2146
1821	5760	2143
1822	5764	2140
1823	5767	2137
1824	5770	2134
1825	5773	2131
1826	5776	2127
1827	5779	2124
1828	5782	2121
1829	5785	2118
1830	5788	2114
1831	5791	2111
1832	5794	2108
1833	5798	2105
1834	5801	2102
1835	5805	2099
1836	5808	2096
1837	5811	2093
1838	5814	2089
1839	5817	2086
1840	5820	2083
1841	5823	2080
1842	5825	2076
1843	5828	2073
1844	5832	2070
1845	5835	2067
1846	5838	2064
1847	5841	2060
1848	5844	2057
1849	5847	2054
1850	5850	2051
1851	5853	2047
1852	5856	2044
1853	5859	2041
1854	5863	2038
1855	5866	2035
1856	5869	2032
1857	5872	2029
1858	5875	2025
1859	5878	2022
1860	5881	2019
1861	5884	2016
1862	5887	2013
1863	5890	2009
1864	5893	2006
1865	5897	2003
1866	5900	2000
1867	5903	1997
1868	5906	1994
1869	5909	1990
1870	5912	1987
1871	5915	1984
1872	5918	1981
1873	5921	1977
1874	5924	1974
1875	5927	1971
1876	5930	1968
1877	5933	1965
1878	5936	1962
1879	5940	1958
1880	5943	1955
1881	5946	1952
1882	5948	1949
1883	5951	1946
1884	5955	1942
1885	5958	1939
1886	5961	1936
1887	5964	1933
1888	5967	1930
1889	5970	1926
1890	5973	1923
1891	5976	1920
1892	5979	1917
1893	5982	1914
1894	5985	1910
1895	5988	1907
1896	5991	1904
1897	5994	1901
1898	5997	1898
1899	6000	1895
1900	6003	1891
1901	6007	1888
1902	6010	1885
1903	6013	1882
1904	6016	1879
1905	6019	1875
1906	6022	1872
1907	6025	1869
1908	6028	1866
1909	6031	1863
1910	6034	1859
1911	6037	1856
1912	6040	1853
1913	6044	1850
1914	6046	1847
1915	6049	1843
1916	6052	1840
1917	6055	1837
1918	6058	1834
1919	6062	1831
1920	6065	1828
1921	6068	1824
1922	6071	1821
1923	6074	1818
1924	6077	1815
1925	6080	1812
1926	6082	1808
1927	6086	1805
1928	6089	1802
1929	6092	1799
1930	6095	1796
1931	6098	1792
1932	6101	1789
1933	6104	1786
1934	6106	1783
1935	6110	1779
1936	6113	1776
1937	6116	1773
1938	6119	1770
1939	6122	1767
1940	6125	1764
1941	6129	1761
1942	6132	1757
1943	6135	1754
1944	6138	1751
1945	6141	1748
1946	6144	1745
1947	6148	1742
1948	6151	1738
1949	6154	1735
1950	6157	1732
1951	6160	1729
1952	6163	1726
1953	6166	1723
1954	6169	1719
1955	6173	1716
1956	6176	1713
1957	6179	1710
1958	6181	1707
1959	6184	1704
1960	6187	1700
1961	6190	1697
1962	6194	1694
1963	6197	1691
1964	6200	1688
1965	6203	1685
1966	6206	1681
1967	6209	1678
1968	6212	1675
1969	6215	1672
1970	6219	1669
1971	6222	1666
1972	6225	1662
1973	6228	1659
1974	6231	1656
1975	6234	1653
1976	6237	1650
1977	6240	1646
1978	6243	1643
1979	6246	1640
1980	6249	1637
1981	6252	1634
1982	6255	1630
1983	6258	1627
1984	6261	1624
1985	6264	1621
1986	6267	1618
1987	6271	1615
1988	6274	1611
1989	6277	1608
1990	6280	1605
1991	6283	1602
1992	6286	1599
1993	6289	1596
1994	6292	1592
1995	6295	1589
1996	6298	1586
1997	6301	1583
1998	6304	1580
1999	6307	1576
2000	6310	1573
2001	6313	1570
2002	6315	1567
2003	6318	1563
2004	6321	1560
2005	6324	1557
2006	6328	1554
2007	6331	1551
2008	6334	1548
2009	6337	1545
2010	6340	1541
2011	6343	1538
2012	6346	1535
2013	6349	1532
2014	6352	1529
2015	6355	1525
2016	6359	1522
2017	6362	1519
2018	6365	1516
2019	6368	1513
2020	6371	1510
2021	6374	1506
2022	6377	1503
2023	6380	1500
2024	6383	1497
2025	6386	1494
2026	6389	1491
2027	6392	1487
2028	6396	1484
2029	6399	1481
2030	6402	1478
2031	6405	1475
2032	6409	1472
2033	6411	1469
2034	6414	1465
2035	6418	1462
2036	6420	1459
2037	6424	1456
2038	6426	1453
2039	6429	1449
2040	6432	1446
2041	6435	1443
2042	6438	1440
2043	6441	1437
2044	6444	1433
2045	6447	1430
2046	6451	1427
2047	6454	1424
2048	6457	1421
2049	6460	1418
2050	6463	1414
2051	6466	1411
2052	6469	1408
2053	6472	1405
2054	6476	1402
2055	6479	1399
2056	6482	1396
2057	6485	1392
2058	6488	1389
2059	6491	1386
2060	6494	1383
2061	6497	1380
2062	6500	1377
2063	6503	1373
2064	6506	1370
2065	6509	1367
2066	6512	1364
2067	6515	1361
2068	6518	1357
2069	6521	1354
2070	6524	1351
2071	6528	1348
2072	6531	1345
2073	6534	1342
2074	6538	1339
2075	6541	1335
2076	6543	1332
2077	6546	1329
2078	6549	1326
2079	6552	1323
2080	6556	1320
2081	6559	1316
2082	6562	1313
2083	6565	1310
2084	6568	1307
2085	6571	1304
2086	6574	1301
2087	6577	1297
2088	6580	1294
2089	6583	1291
2090	6586	1288
2091	6589	1285
2092	6592	1282
2093	6595	1278
2094	6599	1275
2095	6602	1272
2096	6605	1269
2097	6608	1266
2098	6611	1263
2099	6614	1259
2100	6617	1256
2101	6621	1253
2102	6624	1250
2103	6627	1247
2104	6630	1244
2105	6633	1241
2106	6636	1237
2107	6639	1234
2108	6642	1231
2109	6646	1228
2110	6649	1225
2111	6652	1222
2112	6655	1218
2113	6658	1215
2114	6661	1212
2115	6665	1209
2116	6668	1206
2117	6671	1203
2118	6674	1200
2119	6677	1196
2120	6680	1193
2121	6683	1190
2122	6686	1187
2123	6689	1184
2124	6693	1181
2125	6696	1177
2126	6699	1174
2127	6702	1171
2128	6704	1168
2129	6708	1165
2130	6711	1162
2131	6714	1158
2132	6717	1155
2133	6719	1152
2134	6722	1149
2135	6726	1146
2136	6729	1143
2137	6732	1139
2138	6735	1136
2139	6738	1133
2140	6741	1130
2141	6744	1127
2142	6747	1124
2143	6750	1120
2144	6754	1117
2145	6756	1114
2146	6759	1111
2147	6762	1108
2148	6765	1105
2149	6768	1101
2150	6771	1098
2151	6774	1095
2152	6777	1092
2153	6780	1089
2154	6783	1085
2155	6786	1082
2156	6789	1079
2157	6793	1076
2158	6796	1073
2159	6799	1070
2160	6802	1067
2161	6806	1064
2162	6809	1060
2163	6812	1057
2164	6815	1054
2165	6818	1051
2166	6821	1048
2167	6824	1045
2168	6827	1041
2169	6830	1038
2170	6833	1035
2171	6836	1032
2172	6840	1029
2173	6843	1026
2174	6846	1022
2175	6849	1019
2176	6852	1016
2177	6855	1013
2178	6859	1010
2179	6862	1007
2180	6865	1004
2181	6868	1001
2182	6871	997
2183	6874	994
2184	6877	991
2185	6880	988
2186	6883	985
2187	6886	982
2188	6889	978
2189	6892	975
2190	6895	972
2191	6899	969
2192	6902	966
2193	6904	963
2194	6908	959
2195	6910	956
2196	6913	953
2197	6917	950
2198	6920	947
2199	6923	944
2200	6926	940
2201	6929	937
2202	6932	934
2203	6935	931
2204	6939	928
2205	6942	925
2206	6945	922
2207	6948	918
2208	6951	915
2209	6954	912
2210	6958	909
2211	6961	906
2212	6964	903
2213	6966	899
2214	6970	896
2215	6973	893
2216	6976	890
2217	6979	887
2218	6982	884
2219	6985	881
2220	6988	877
2221	6991	874
2222	6995	871
2223	6998	868
2224	7001	865
2225	7004	862
2226	7007	858
2227	7010	855
2228	7013	852
2229	7016	849
2230	7019	846
2231	7022	843
2232	7025	840
2233	7028	836
2234	7032	833
2235	7034	830
2236	7038	827
2237	7041	824
2238	7044	821
2239	7046	817
2240	7049	814
2241	7052	811
2242	7056	808
2243	7059	805
2244	7062	802
2245	7065	799
2246	7068	795
2247	7071	792
2248	7074	789
2249	7077	786
2250	7080	783
2251	7083	780
2252	7086	776
2253	7089	773
2254	7092	770
2255	7095	767
2256	7098	764
2257	7101	761
2258	7104	757
2259	7107	754
2260	7110	751
2261	7113	748
2262	7116	745
2263	7120	742
2264	7123	739
2265	7126	735
2266	7129	732
2267	7132	729
2268	7135	726
2269	7138	723
2270	7141	720
2271	7144	716
2272	7147	713
2273	7150	710
2274	7153	707
2275	7156	704
2276	7159	701
2277	7162	698
2278	7165	694
2279	7168	691
2280	7171	688
2281	7174	685
2282	7177	682
2283	7180	679
2284	7183	675
2285	7186	672
2286	7190	669
2287	7193	666
2288	7196	663
2289	7198	660
2290	7201	656
2291	7204	653
2292	7207	650
2293	7210	647
2294	7213	644
2295	7216	641
2296	7219	638
2297	7222	634
2298	7225	631
2299	7228	628
2300	7231	625
2301	7234	622
2302	7237	619
2303	7240	615
2304	7243	612
2305	7246	609
2306	7249	606
2307	7252	603
2308	7255	600
2309	7258	597
2310	7261	593
2311	7264	590
2312	7267	587
2313	7270	584
2314	7273	581
2315	7276	578
2316	7279	574
2317	7282	571
2318	7285	568
2319	7288	565
2320	7291	562
2321	7294	559
2322	7297	556
2323	7300	552
2324	7303	549
2325	7306	546
2326	7309	543
2327	7312	540
2328	7315	537
2329	7318	533
2330	7321	530
2331	7324	527
2332	7327	524
2333	7330	521
2334	7333	518
2335	7336	515
2336	7340	511
2337	7342	508
2338	7345	505
2339	7348	502
2340	7351	499
2341	7354	496
2342	7357	493
2343	7360	489
2344	7363	486
2345	7366	483
2346	7369	480
2347	7372	477
2348	7375	474
2349	7378	470
2350	7381	467
2351	7384	464
2352	7388	461
2353	7391	458
2354	7394	455
2355	7397	452
2356	7400	448
2357	7402	445
2358	7405	442
2359	7408	439
2360	7411	436
2361	7414	433
2362	7417	430
2363	7423	427
2364	7426	423
2365	7430	420
2366	7433	417
2367	7437	414
2368	7440	411
2369	7443	408
2370	7446	405
2371	7449	402
2372	7453	398
2373	7455	395
2374	7458	392
2375	7462	389
2376	7464	386
2377	7467	383
2378	7470	379
2379	7473	376
2380	7476	373
2381	7479	370
2382	7482	367
2383	7485	364
2384	7488	361
2385	7491	357
2386	7494	354
2387	7497	351
2388	7500	348
2389	7503	345
2390	7506	342
2391	7509	339
2392	7512	335
2393	7516	332
2394	7519	329
2395	7522	326
2396	7525	323
2397	7528	320
2398	7531	317
2399	7534	313
2400	7537	310
2401	7540	307
2402	7543	304
2403	7545	301
2404	7548	298
2405	7551	295
2406	7554	291
2407	7557	288
2408	7560	285
2409	7563	282
2410	7566	279
2411	7569	276
2412	7572	273
2413	7575	269
2414	7578	266
2415	7581	263
2416	7585	260
2417	7588	257
2418	7591	254
2419	7594	251
2420	7597	247
2421	7599	244
2422	7602	241
2423	7605	238
2424	7608	235
2425	7611	232
2426	7614	229
2427	7617	225
2428	7620	222
2429	7623	219
2430	7626	216
2431	7629	213
2432	7632	210
2433	7635	207
2434	7638	203
2435	7641	200
2436	7644	197
2437	7647	194
2438	7650	191
2439	7653	188
2440	7656	185
2441	7659	181
2442	7662	178
2443	7665	175
2444	7669	172
2445	7671	169
2446	7674	166
2447	7677	163
2448	7680	159
2449	7683	156
2450	7686	153
2451	7689	150
2452	7692	147
2453	7694	144
2454	7697	141
2455	7700	137
2456	7703	134
2457	7706	131
2458	7709	128
2459	7712	125
2460	7716	122
2461	7718	119
2462	7721	115
2463	7724	112
2464	7727	109
2465	7730	106
2466	7734	103
2467	7737	100
2468	7740	97
2469	7743	94
2470	7746	90
2471	7749	87
2472	7752	84
2473	7755	81
2474	7758	78
2475	7760	75
2476	7764	72
2477	7767	68
2478	7770	65
2479	7773	62
2480	7776	59
2481	7779	56
2482	7782	53
2483	7786	50
2484	7789	47
2485	7792	43
2486	7795	40
2487	7798	37
2488	7801	34
2489	7804	31
2490	7807	28
2491	7810	25
2492	7813	21
2493	7816	18
2494	7819	15
2495	7822	12
2496	7825	9
2497	7828	6
2498	7831	3
2499	7834	0
