iter	RMSE
420	2.096641055
421	2.095511876
422	2.095082833
423	2.093884551
424	2.093028924
425	2.092147825
426	2.091711899
427	2.09123776
428	2.090695513
429	2.090203989
430	2.089181684
431	2.088742724
432	2.08858453
433	2.08772439
434	2.087112651
435	2.086440241
436	2.08592052
437	2.085506217
438	2.085006749
439	2.084180297
440	2.083706629
441	2.083250874
442	2.082791075
443	2.082100698
444	2.081290213
445	2.080539239
446	2.080083582
447	2.079500562
448	2.079120488
449	2.07855798
450	2.078154318
451	2.077649985
452	2.077208329
453	2.077145892
454	2.076604818
455	2.075996848
456	2.075282245
457	2.074675729
458	2.073797992
459	2.073132402
460	2.072485855
461	2.071893632
462	2.071505823
463	2.07074221
464	2.070358536
465	2.069732972
466	2.069030957
467	2.068789074
468	2.068253846
469	2.067841568
470	2.067587719
471	2.067188695
472	2.06687739
473	2.066121839
474	2.065770965
475	2.065710662
476	2.065036613
477	2.06470101
478	2.064344768
479	2.063661973
480	2.063331427
481	2.062456426
482	2.062063029
483	2.061854387
484	2.061237551
485	2.060687063
486	2.06041174
487	2.060261849
488	2.059755275
489	2.058669708
490	2.058152583
491	2.057541926
492	2.05743712
493	2.057167879
494	2.05663757
495	2.05615988
496	2.055849893
497	2.055476443
498	2.05535715
499	2.053907158
500	2.053297627
501	2.05264917
502	2.051915979
503	2.051008148
504	2.050468397
505	2.050138336
506	2.049620349
507	2.049080954
508	2.048388014
509	2.047629566
510	2.047308643
511	2.046372085
512	2.045632186
513	2.045539516
514	2.044930525
515	2.044583989
516	2.043668725
517	2.043201946
518	2.042926573
519	2.042364971
520	2.042027537
521	2.041304802
522	2.04059394
523	2.040045078
524	2.039340407
525	2.038938103
526	2.038456073
527	2.037868586
528	2.037439457
529	2.036658213
530	2.036121829
531	2.035888455
532	2.034952185
533	2.034482577
534	2.033846938
535	2.033187211
536	2.03271808
537	2.032294247
538	2.031723293
539	2.030612281
540	2.030393185
541	2.029405733
542	2.028863886
543	2.02835366
544	2.027798413
545	2.026763666
546	2.026643282
547	2.026060981
548	2.025527556
549	2.024949717
550	2.024287972
551	2.023861974
552	2.023730151
553	2.02344405
554	2.023095849
555	2.022510911
556	2.021984411
557	2.021349342
558	2.020536696
559	2.019837371
560	2.019159891
561	2.018723435
562	2.01831497
563	2.017574309
564	2.016052074
565	2.015634494
566	2.015335068
567	2.014818207
568	2.014193884
569	2.01363672
570	2.013268888
571	2.012858247
572	2.012182918
573	2.011616308
574	2.010603061
575	2.009947249
576	2.009688697
577	2.008952273
578	2.008108967
579	2.007561365
580	2.007025559
581	2.006614693
582	2.006245171
583	2.005315212
584	2.005013664
585	2.004042827
586	2.003775734
587	2.003445658
588	2.002968973
589	2.002362729
590	2.001623008
591	2.001266767
592	2.000614507
593	1.999915443
594	1.998896384
595	1.998117633
596	1.99773155
597	1.997162985
598	1.996492378
599	1.996049653
600	1.995232934
601	1.994790128
602	1.994420765
603	1.994003989
604	1.993162085
605	1.992615251
606	1.992048834
607	1.99203621
608	1.991665211
609	1.9908205
610	1.990322156
611	1.989792233
612	1.989089575
613	1.9886364
614	1.988397776
615	1.98776098
616	1.987006874
617	1.986745344
618	1.986234145
619	1.986003953
620	1.985381569
621	1.984883371
622	1.984299463
623	1.983832286
624	1.983349194
625	1.983006576
626	1.982109005
627	1.981568651
628	1.981075896
629	1.980146745
630	1.979390238
631	1.978846271
632	1.978527905
633	1.977874348
634	1.976734504
635	1.976046102
636	1.975665153
637	1.974728774
638	1.974483222
639	1.973906037
640	1.973491803
641	1.973124667
642	1.972926265
643	1.97250085
644	1.971766971
645	1.971465778
646	1.970677125
647	1.969977614
648	1.969531042
649	1.968858598
650	1.96791876
651	1.967364904
652	1.966934828
653	1.966619957
654	1.966259424
655	1.965804177
656	1.965091271
657	1.964547052
658	1.963996909
659	1.963491237
660	1.962952706
661	1.962252085
662	1.961638173
663	1.961034121
664	1.96063359
665	1.96000423
666	1.959206049
667	1.958362713
668	1.957885816
669	1.957585227
670	1.956913239
671	1.956350185
672	1.955677348
673	1.955229609
674	1.954323595
675	1.953521411
676	1.95322523
677	1.952870736
678	1.95251951
679	1.952210651
680	1.951721891
681	1.95146226
682	1.950745449
683	1.950369828
684	1.94933236
685	1.948741121
686	1.948117447
687	1.947502686
688	1.946888243
689	1.946412217
690	1.945583663
691	1.945525532
692	1.945156052
693	1.944531614
694	1.943858934
695	1.943166976
696	1.942308127
697	1.941899998
698	1.941453709
699	1.941015989
700	1.940410103
701	1.939621795
702	1.939254295
703	1.938722572
704	1.938111018
705	1.937476612
706	1.937364449
707	1.937030616
708	1.936502439
709	1.935982685
710	1.935540545
711	1.934900174
712	1.934452695
713	1.933622224
714	1.933090903
715	1.932769455
716	1.932425932
717	1.931860109
718	1.931591936
719	1.93109002
720	1.930529398
721	1.930176077
722	1.929339572
723	1.929022837
724	1.928366725
725	1.928193868
726	1.92766144
727	1.927457177
728	1.92674563
729	1.925961249
730	1.925270089
731	1.924335486
732	1.923650327
733	1.923018412
734	1.922675553
735	1.922111208
736	1.921346818
737	1.920796256
738	1.920052487
739	1.91929945
740	1.918464511
741	1.91757751
742	1.91690349
743	1.916499858
744	1.915965024
745	1.915720247
746	1.915349996
747	1.914896729
748	1.914345476
749	1.914077299
750	1.913422198
751	1.912577365
752	1.912218703
753	1.91172921
754	1.911290571
755	1.910534181
756	1.910288825
757	1.909790789
758	1.909194691
759	1.908698771
760	1.908237403
761	1.907733594
762	1.907072471
763	1.906771806
764	1.906308069
765	1.905324833
766	1.904675757
767	1.903915245
768	1.903585299
769	1.90286189
770	1.902405071
771	1.902047912
772	1.901796324
773	1.901023661
774	1.900483687
775	1.899871325
776	1.899170344
777	1.898621731
778	1.897974887
779	1.897024597
780	1.896282153
781	1.895592314
782	1.895081692
783	1.894380715
784	1.893799682
785	1.892932768
786	1.892166339
787	1.891787101
788	1.891218723
789	1.890576793
790	1.889805807
791	1.889239151
792	1.88874191
793	1.888471217
794	1.887999582
795	1.887636372
796	1.887108045
797	1.886745536
798	1.885663983
799	1.885228633
800	1.884616848
801	1.883987142
802	1.883371899
803	1.882466755
804	1.88152399
805	1.881024548
806	1.880424246
807	1.880003655
808	1.878776067
809	1.87756505
810	1.876940649
811	1.875784875
812	1.875211171
813	1.874385753
814	1.873876001
815	1.87334596
816	1.872634483
817	1.872388707
818	1.871674023
819	1.870961421
820	1.870428448
821	1.870118151
822	1.869710983
823	1.868902818
824	1.867840253
825	1.86706453
826	1.866182119
827	1.865747046
828	1.865168684
829	1.864368766
830	1.863772253
831	1.862710516
832	1.862170991
833	1.86140333
834	1.860332657
835	1.859628299
836	1.858917293
837	1.857947823
838	1.85728177
839	1.856597521
840	1.856209354
841	1.855684727
842	1.854888692
843	1.854212393
844	1.853566793
845	1.852767042
846	1.851922291
847	1.850680891
848	1.850190651
849	1.849186651
850	1.848041798
851	1.847253745
852	1.846726624
853	1.845715738
854	1.845003771
855	1.844575435
856	1.844239015
857	1.84351885
858	1.842476274
859	1.841620764
860	1.841331088
861	1.840112054
862	1.839103822
863	1.838538271
864	1.837390923
865	1.836343164
866	1.835741719
867	1.834941376
868	1.834166666
869	1.833410452
870	1.832435769
871	1.831250519
872	1.83069918
873	1.82964816
874	1.82859642
875	1.828110488
876	1.827263109
877	1.826268291
878	1.825464384
879	1.824570354
880	1.823676175
881	1.823058301
882	1.822479153
883	1.82137523
884	1.820371058
885	1.81933183
886	1.818467211
887	1.81786679
888	1.816899111
889	1.816193653
890	1.8154479
891	1.814810085
892	1.814183024
893	1.813227356
894	1.811847864
895	1.810919854
896	1.810119977
897	1.809660501
898	1.808774424
899	1.807548678
900	1.806998152
901	1.806526638
902	1.805317143
903	1.804166852
904	1.80332384
905	1.802101694
906	1.801238405
907	1.801231084
908	1.800616936
909	1.799809958
910	1.798885295
911	1.798039892
912	1.797022378
913	1.796472573
914	1.795277774
915	1.794637736
916	1.793761574
917	1.793380964
918	1.792077551
919	1.791002547
920	1.790176571
921	1.789630987
922	1.788381552
923	1.788057335
924	1.7873194
925	1.786325035
926	1.78547558
927	1.784662614
928	1.783947159
929	1.783410248
930	1.782953773
931	1.782231212
932	1.781251083
933	1.780642979
934	1.780215257
935	1.779918208
936	1.778884342
937	1.777807401
938	1.777205945
939	1.776547585
940	1.775904583
941	1.775032256
942	1.77420444
943	1.773309823
944	1.772039174
945	1.771065814
946	1.77048181
947	1.769382681
948	1.768666381
949	1.76810245
950	1.767388443
951	1.766838308
952	1.76640977
953	1.765359179
954	1.764650314
955	1.764103287
956	1.763519545
957	1.763115952
958	1.762492581
959	1.761341034
960	1.760462938
961	1.759647354
962	1.759048756
963	1.7582175
964	1.757154237
965	1.756398783
966	1.75598041
967	1.75519531
968	1.754811761
969	1.754070991
970	1.752940941
971	1.752143782
972	1.75172755
973	1.750966215
974	1.749915544
975	1.749502345
976	1.748797171
977	1.74767508
978	1.746642581
979	1.746148509
980	1.745433228
981	1.745376249
982	1.744565529
983	1.744535878
984	1.743356655
985	1.742476718
986	1.741635757
987	1.74100147
988	1.740140452
989	1.739237439
990	1.739136177
991	1.738156821
992	1.737516492
993	1.736957097
994	1.736323005
995	1.735553049
996	1.735127038
997	1.733936324
998	1.732837576
999	1.732511161
1000	1.732004738
1001	1.731425546
1002	1.730702967
1003	1.7298903
1004	1.72929877
1005	1.728717959
1006	1.727662127
1007	1.72653163
1008	1.726436397
1009	1.726376387
1010	1.726244078
1011	1.725437566
1012	1.724864885
1013	1.724362603
1014	1.723788074
1015	1.723037432
1016	1.722323253
1017	1.722132793
1018	1.721307638
1019	1.721145859
1020	1.720475551
1021	1.720369689
1022	1.720226888
1023	1.720173268
1024	1.719881713
1025	1.71885626
1026	1.718186498
1027	1.717282463
1028	1.717195244
1029	1.717135865
1030	1.716972109
1031	1.716716556
1032	1.715976046
1033	1.715840981
1034	1.714825174
1035	1.71391103
1036	1.713669614
1037	1.712596567
1038	1.712540253
1039	1.71231132
1040	1.71210029
1041	1.712015754
1042	1.711104335
1043	1.710647423
1044	1.710187241
1045	1.709910008
1046	1.708943576
1047	1.708865444
1048	1.708629068
1049	1.70765257
1050	1.707128479
1051	1.706532151
1052	1.705678849
1053	1.705610554
1054	1.705530169
1055	1.70542911
1056	1.70519035
1057	1.704491049
1058	1.703656203
1059	1.703506097
1060	1.702859634
1061	1.702553931
1062	1.701849897
1063	1.701397771
1064	1.701173088
1065	1.700518918
1066	1.700218634
1067	1.699297663
1068	1.698977274
1069	1.698459542
1070	1.697527894
1071	1.696737435
1072	1.696098325
1073	1.695850769
1074	1.695812595
1075	1.695385793
1076	1.694625421
1077	1.694534347
1078	1.694458658
1079	1.694404071
1080	1.694216683
1081	1.694138638
1082	1.693328459
1083	1.692756346
1084	1.692408833
1085	1.692346693
1086	1.691994175
1087	1.691242974
1088	1.690322211
1089	1.689748642
1090	1.689189608
1091	1.688847314
1092	1.688584929
1093	1.688019511
1094	1.687613473
1095	1.687313914
1096	1.68715113
1097	1.686549398
1098	1.68622969
1099	1.686171992
1100	1.68582664
1101	1.685740506
1102	1.685090236
1103	1.684859506
1104	1.684335227
1105	1.684291594
1106	1.683774524
1107	1.683649781
1108	1.683583058
1109	1.683417538
1110	1.683237286
1111	1.683153512
1112	1.683073616
1113	1.682920827
1114	1.682862825
1115	1.682620247
1116	1.682486344
1117	1.682431345
1118	1.682349753
1119	1.681596414
1120	1.680184144
1121	1.679410594
1122	1.678434973
1123	1.677761777
1124	1.677020246
1125	1.676951751
1126	1.676846574
1127	1.676023985
1128	1.675547548
1129	1.675477047
1130	1.675251481
1131	1.674739669
1132	1.674592626
1133	1.673698539
1134	1.673274984
1135	1.673174062
1136	1.672247973
1137	1.671652558
1138	1.671581219
1139	1.670810741
1140	1.670013559
1141	1.669619051
1142	1.669479306
1143	1.668864953
1144	1.668365284
1145	1.668316421
1146	1.668238404
1147	1.667901828
1148	1.66785622
1149	1.667385291
1150	1.667318613
1151	1.666372391
1152	1.665660868
1153	1.66556174
1154	1.66506947
1155	1.664695967
1156	1.664216938
1157	1.663598997
1158	1.663370855
1159	1.663296998
1160	1.662425537
1161	1.6623503
1162	1.662244668
1163	1.661474703
1164	1.661164498
1165	1.660391106
1166	1.659445211
1167	1.658818459
1168	1.658497184
1169	1.657704827
1170	1.657641572
1171	1.657120137
1172	1.656552761
1173	1.655663494
1174	1.654963556
1175	1.654886514
1176	1.654824323
1177	1.654206984
1178	1.654030753
1179	1.653903449
1180	1.653816312
1181	1.653187544
1182	1.652909914
1183	1.65271738
1184	1.652552318
1185	1.651290044
1186	1.650099217
1187	1.650014566
1188	1.649354821
1189	1.649026649
1190	1.64851027
1191	1.647828592
1192	1.647764701
1193	1.64727811
1194	1.646836058
1195	1.646718668
1196	1.646652318
1197	1.645367202
1198	1.645197562
1199	1.644915666
1200	1.644086488
1201	1.643500859
1202	1.64234308
1203	1.641514446
1204	1.641466435
1205	1.64123581
1206	1.640821604
1207	1.640017616
1208	1.63938317
1209	1.638674143
1210	1.638556119
1211	1.638111506
1212	1.638032925
1213	1.637527939
1214	1.637380186
1215	1.637304338
1216	1.637198893
1217	1.63687191
1218	1.635865824
1219	1.63526748
1220	1.634978384
1221	1.634552513
1222	1.63448828
1223	1.634405885
1224	1.633772673
1225	1.633231295
1226	1.633132789
1227	1.633014595
1228	1.631900719
1229	1.630782114
1230	1.629631055
1231	1.629031467
1232	1.628934847
1233	1.628168054
1234	1.627291056
1235	1.62723862
1236	1.626529216
1237	1.625878057
1238	1.625215689
1239	1.62516469
1240	1.62494434
1241	1.624278017
1242	1.623888214
1243	1.622655592
1244	1.622362807
1245	1.621944577
1246	1.621637384
1247	1.621569207
1248	1.621497184
1249	1.621417551
1250	1.621154751
1251	1.620575606
1252	1.620047336
1253	1.619082215
1254	1.618521996
1255	1.618458436
1256	1.617503835
1257	1.616979544
1258	1.616912254
1259	1.616120738
1260	1.615265208
1261	1.615225777
1262	1.614535271
1263	1.614054911
1264	1.61391984
1265	1.613861758
1266	1.613803489
1267	1.6137337
1268	1.613525631
1269	1.613235843
1270	1.612771733
1271	1.612638019
1272	1.611885118
1273	1.611288954
1274	1.611072144
1275	1.610537572
1276	1.60981773
1277	1.609461629
1278	1.609339428
1279	1.608810272
1280	1.607915109
1281	1.607349466
1282	1.607282431
1283	1.606712128
1284	1.606345787
1285	1.605694178
1286	1.60485445
1287	1.604254713
1288	1.604201113
1289	1.603553
1290	1.603463292
1291	1.60297613
1292	1.602355245
1293	1.602301457
1294	1.60222909
1295	1.601046897
1296	1.600996028
1297	1.60041556
1298	1.600115732
1299	1.599702701
1300	1.599637262
1301	1.599566623
1302	1.599449063
1303	1.598796564
1304	1.598617292
1305	1.597619678
1306	1.597554511
1307	1.597483365
1308	1.596896796
1309	1.596825496
1310	1.59669277
1311	1.595960031
1312	1.595733706
1313	1.595688378
1314	1.595242101
1315	1.595071076
1316	1.594272764
1317	1.594150275
1318	1.594072776
1319	1.594038483
1320	1.592991254
1321	1.592282656
1322	1.591863098
1323	1.591798429
1324	1.590689935
1325	1.590042432
1326	1.589981632
1327	1.589262588
1328	1.588270638
1329	1.587851639
1330	1.587570629
1331	1.587097939
1332	1.586441983
1333	1.586004111
1334	1.585549555
1335	1.585248602
1336	1.585050572
1337	1.584779233
1338	1.584656188
1339	1.584061823
1340	1.583429199
1341	1.582933467
1342	1.582490717
1343	1.582425785
1344	1.581778559
1345	1.580835261
1346	1.580760745
1347	1.580134416
1348	1.57952696
1349	1.579266719
1350	1.57871138
1351	1.578251589
1352	1.577613027
1353	1.57712615
1354	1.576314696
1355	1.576260399
1356	1.575618375
1357	1.575577373
1358	1.575160488
1359	1.57452365
1360	1.574272359
1361	1.573538011
1362	1.572803314
1363	1.572239805
1364	1.572074204
1365	1.57155556
1366	1.571103661
1367	1.571040466
1368	1.570823656
1369	1.570593295
1370	1.569686976
1371	1.569185702
1372	1.568422695
1373	1.567864161
1374	1.567284528
1375	1.567232001
1376	1.566459343
1377	1.565956675
1378	1.565216479
1379	1.56516178
1380	1.565116513
1381	1.56461697
1382	1.564480472
1383	1.56413988
1384	1.563958522
1385	1.563720587
1386	1.563363498
1387	1.563261301
1388	1.562993994
1389	1.562958676
1390	1.562802992
1391	1.562766639
1392	1.562594868
1393	1.562454095
1394	1.562257841
1395	1.561658443
1396	1.560761709
1397	1.560055176
1398	1.55982847
1399	1.559461068
1400	1.55881889
1401	1.558758202
1402	1.55872346
1403	1.558680993
1404	1.558398344
1405	1.557758218
1406	1.557396806
1407	1.557019088
1408	1.556390047
1409	1.555784669
1410	1.555746284
1411	1.554937456
1412	1.554870662
1413	1.554219688
1414	1.553721095
1415	1.553664365
1416	1.553573262
1417	1.553200762
1418	1.552445448
1419	1.551707956
1420	1.551059369
1421	1.550702459
1422	1.55009331
1423	1.549924867
1424	1.549187685
1425	1.548962966
1426	1.548840238
1427	1.54880365
1428	1.54869844
1429	1.548445864
1430	1.548397501
1431	1.547959568
1432	1.547357245
1433	1.546766928
1434	1.546707415
1435	1.545747798
1436	1.545167757
1437	1.544566608
1438	1.544235568
1439	1.544060087
1440	1.54357912
1441	1.543042202
1442	1.54278008
1443	1.542216446
1444	1.542166532
1445	1.541525209
1446	1.540696654
1447	1.53997566
1448	1.539361482
1449	1.538964738
1450	1.538686758
1451	1.538288558
1452	1.538222746
1453	1.537940596
1454	1.537192418
1455	1.536875272
1456	1.536521851
1457	1.536425865
1458	1.536317452
1459	1.535396422
1460	1.535116804
1461	1.534991641
1462	1.534854228
1463	1.534251708
1464	1.533501745
1465	1.533079
1466	1.53302535
1467	1.532658832
1468	1.532420064
1469	1.531545536
1470	1.53134801
1471	1.531048843
1472	1.530776956
1473	1.52997741
1474	1.52913778
1475	1.529106858
1476	1.528562796
1477	1.528512219
1478	1.528392081
1479	1.52772231
1480	1.527213128
1481	1.526375426
1482	1.525721897
1483	1.525348452
1484	1.525068807
1485	1.524782714
1486	1.524635117
1487	1.524113072
1488	1.523848603
1489	1.523272818
1490	1.523224272
1491	1.523177071
1492	1.523039228
1493	1.522547361
1494	1.522021905
1495	1.521373024
1496	1.520863782
1497	1.520311654
1498	1.519723134
1499	1.519427699
1500	1.518932783
1501	1.518442311
1502	1.517929179
1503	1.517877029
1504	1.51732592
1505	1.516833072
1506	1.515898791
1507	1.515594088
1508	1.515056134
1509	1.514439214
1510	1.513992871
1511	1.513441908
1512	1.512840543
1513	1.512366131
1514	1.512228936
1515	1.511800848
1516	1.511673974
1517	1.511218842
1518	1.511022919
1519	1.51046829
1520	1.510034645
1521	1.509533848
1522	1.50910279
1523	1.508506351
1524	1.507919703
1525	1.507541975
1526	1.507013383
1527	1.506548063
1528	1.505899803
1529	1.505147745
1530	1.50471265
1531	1.504092571
1532	1.503504302
1533	1.503457509
1534	1.502909262
1535	1.502885799
1536	1.502787104
1537	1.50259689
1538	1.502532082
1539	1.502005202
1540	1.501345533
1541	1.501290935
1542	1.500696533
1543	1.500652531
1544	1.499973776
1545	1.4990973
1546	1.498949372
1547	1.498877576
1548	1.497970282
1549	1.497814856
1550	1.49774287
1551	1.497692635
1552	1.497120933
1553	1.496707141
1554	1.496015846
1555	1.495638081
1556	1.495342882
1557	1.495278161
1558	1.495243877
1559	1.494619172
1560	1.494583486
1561	1.494068484
1562	1.493440427
1563	1.49269806
1564	1.492636816
1565	1.492602423
1566	1.492332069
1567	1.491966542
1568	1.491599777
1569	1.491129499
1570	1.490769817
1571	1.490501547
1572	1.489986849
1573	1.489695206
1574	1.48939206
1575	1.489052019
1576	1.488672192
1577	1.488604027
1578	1.487900117
1579	1.487497772
1580	1.48747552
1581	1.487068383
1582	1.486707838
1583	1.485906569
1584	1.485629909
1585	1.484824877
1586	1.484479732
1587	1.483830988
1588	1.483409898
1589	1.483274607
1590	1.483012712
1591	1.482696424
1592	1.482648909
1593	1.482590968
1594	1.482334196
1595	1.481600546
1596	1.480927687
1597	1.480535213
1598	1.480497764
1599	1.479851927
1600	1.479093586
1601	1.478446043
1602	1.478379724
1603	1.478238624
1604	1.477922265
1605	1.477126953
1606	1.476607568
1607	1.476037
1608	1.4756706
1609	1.475646394
1610	1.475539528
1611	1.474978626
1612	1.474945971
1613	1.47465672
1614	1.474262054
1615	1.473667072
1616	1.473172711
1617	1.473140471
1618	1.472701384
1619	1.472678138
1620	1.472259082
1621	1.471820665
1622	1.471452857
1623	1.470759749
1624	1.470723599
1625	1.470211604
1626	1.470147116
1627	1.469746024
1628	1.469496671
1629	1.469273121
1630	1.468546006
1631	1.467963698
1632	1.467931081
1633	1.46729467
1634	1.466440713
1635	1.466389876
1636	1.465920244
1637	1.465196111
1638	1.465105462
1639	1.464569482
1640	1.464535322
1641	1.464025548
1642	1.46391067
1643	1.463757606
1644	1.463630645
1645	1.463008579
1646	1.462952557
1647	1.462446199
1648	1.462104434
1649	1.4616329
1650	1.461336245
1651	1.461277562
1652	1.461125509
1653	1.460431675
1654	1.45989531
1655	1.459517259
1656	1.458812342
1657	1.458728696
1658	1.458679751
1659	1.458428506
1660	1.458176264
1661	1.45814271
1662	1.457802507
1663	1.457181095
1664	1.457079185
