iter	RMSE
1665	1.456738448
1666	1.456247124
1667	1.456217064
1668	1.456056866
1669	1.455749666
1670	1.454990428
1671	1.454483441
1672	1.454417029
1673	1.454166236
1674	1.453720924
1675	1.453668833
1676	1.453366552
1677	1.452875921
1678	1.452776791
1679	1.452728763
1680	1.452292645
1681	1.45172128
1682	1.451480933
1683	1.451106407
1684	1.450831518
1685	1.450777177
1686	1.45019956
1687	1.449950222
1688	1.449694064
1689	1.44944724
1690	1.449372039
1691	1.449326856
1692	1.448891841
1693	1.448402771
1694	1.447727946
1695	1.447665033
1696	1.447629866
1697	1.447096711
1698	1.446933228
1699	1.446232643
1700	1.445822563
1701	1.445402065
1702	1.445001369
1703	1.444664151
1704	1.444501135
1705	1.444456268
1706	1.444058582
1707	1.443901539
1708	1.443860657
1709	1.443818178
1710	1.443772836
1711	1.443744564
1712	1.443500958
1713	1.443283594
1714	1.442947621
1715	1.442851597
1716	1.442381271
1717	1.442341326
1718	1.441646151
1719	1.44109507
1720	1.440990655
1721	1.44055316
1722	1.440293153
1723	1.440258531
1724	1.439388285
1725	1.43891418
1726	1.438557763
1727	1.438503882
1728	1.438087141
1729	1.43780563
1730	1.43742902
1731	1.43691432
1732	1.436616143
1733	1.436000417
1734	1.435673713
1735	1.435633769
1736	1.435594491
1737	1.435023529
1738	1.43496566
1739	1.434361558
1740	1.433589673
1741	1.433357643
1742	1.432861137
1743	1.432550618
1744	1.431743437
1745	1.43163706
1746	1.431005613
1747	1.430509148
1748	1.4298894
1749	1.429861426
1750	1.429834337
1751	1.429248289
1752	1.428879878
1753	1.428335316
1754	1.428300824
1755	1.428259234
1756	1.427586609
1757	1.427236381
1758	1.426897526
1759	1.426660562
1760	1.425949503
1761	1.425686584
1762	1.425150991
1763	1.425112676
1764	1.424799779
1765	1.424340341
1766	1.424288612
1767	1.424050189
1768	1.423878236
1769	1.423566442
1770	1.423096611
1771	1.422607466
1772	1.422016136
1773	1.421497827
1774	1.421421816
1775	1.420794224
1776	1.420227474
1777	1.41981836
1778	1.419172233
1779	1.418619869
1780	1.418587885
1781	1.418001288
1782	1.417965157
1783	1.417706015
1784	1.417687657
1785	1.417556116
1786	1.417204359
1787	1.416710505
1788	1.416432055
1789	1.416373968
1790	1.416038371
1791	1.415346028
1792	1.415233005
1793	1.415186411
1794	1.415123008
1795	1.414889055
1796	1.414790428
1797	1.414224631
1798	1.413844549
1799	1.413282519
1800	1.412572635
1801	1.412076339
1802	1.411554816
1803	1.411219481
1804	1.410981823
1805	1.410748424
1806	1.410587883
1807	1.410141642
1808	1.409629981
1809	1.409146676
1810	1.40864387
1811	1.408130171
1812	1.407610829
1813	1.407160342
1814	1.40671154
1815	1.406050685
1816	1.405595368
1817	1.405298736
1818	1.404759232
1819	1.40449426
1820	1.404047653
1821	1.403640513
1822	1.40329633
1823	1.402910536
1824	1.402496963
1825	1.401890616
1826	1.401606986
1827	1.401374418
1828	1.400690823
1829	1.400029182
1830	1.399680149
1831	1.399166056
1832	1.398918416
1833	1.398343675
1834	1.397909591
1835	1.397877422
1836	1.397455653
1837	1.397240844
1838	1.39661954
1839	1.396218265
1840	1.396181524
1841	1.395599119
1842	1.395523165
1843	1.395418986
1844	1.395021734
1845	1.394747947
1846	1.394232534
1847	1.393651951
1848	1.3932279
1849	1.393166217
1850	1.392586081
1851	1.392298295
1852	1.39159025
1853	1.391282403
1854	1.391017815
1855	1.390547615
1856	1.390511933
1857	1.390261965
1858	1.390224015
1859	1.389517334
1860	1.389236099
1861	1.388689953
1862	1.388230149
1863	1.387999494
1864	1.387257626
1865	1.386975647
1866	1.386507275
1867	1.386117421
1868	1.386055989
1869	1.385827042
1870	1.385227201
1871	1.385183054
1872	1.384743678
1873	1.384664873
1874	1.384574309
1875	1.384093909
1876	1.384066072
1877	1.383586508
1878	1.383235613
1879	1.382905663
1880	1.382378971
1881	1.381792738
1882	1.381397625
1883	1.380843195
1884	1.380261044
1885	1.379784007
1886	1.379367962
1887	1.378792113
1888	1.378119209
1889	1.377440358
1890	1.376877955
1891	1.376433041
1892	1.375617132
1893	1.374900629
1894	1.374470509
1895	1.374229385
1896	1.373872842
1897	1.373603603
1898	1.373126965
1899	1.372831461
1900	1.372680297
1901	1.372402326
1902	1.371974928
1903	1.371594839
1904	1.371264081
1905	1.370748257
1906	1.370183603
1907	1.369819735
1908	1.369329737
1909	1.368992142
1910	1.368759514
1911	1.368329663
1912	1.367880807
1913	1.367635709
1914	1.367618234
1915	1.367509947
1916	1.366795331
1917	1.366757251
1918	1.366251234
1919	1.365759067
1920	1.365700575
1921	1.365316595
1922	1.364856196
1923	1.364444913
1924	1.364050954
1925	1.364007637
1926	1.363455291
1927	1.363111588
1928	1.362655805
1929	1.362043116
1930	1.361767487
1931	1.361272605
1932	1.360718192
1933	1.360343564
1934	1.360140027
1935	1.359439509
1936	1.359175986
1937	1.358917204
1938	1.358448488
1939	1.358010294
1940	1.357430963
1941	1.356884368
1942	1.356576639
1943	1.356214439
1944	1.355736199
1945	1.355284635
1946	1.354833629
1947	1.354454521
1948	1.354193331
1949	1.353980635
1950	1.353555304
1951	1.35302226
1952	1.35275245
1953	1.352354397
1954	1.352018046
1955	1.351974544
1956	1.35159499
1957	1.351305145
1958	1.351060018
1959	1.350526719
1960	1.350260311
1961	1.350055335
1962	1.349661327
1963	1.349113987
1964	1.348905287
1965	1.348320544
1966	1.347884091
1967	1.347337458
1968	1.346978476
1969	1.346328756
1970	1.345800738
1971	1.345593599
1972	1.345413253
1973	1.344747227
1974	1.344246445
1975	1.343609442
1976	1.343127316
1977	1.342758131
1978	1.342251019
1979	1.341716782
1980	1.341544609
1981	1.341352891
1982	1.341052862
1983	1.340533879
1984	1.340163332
1985	1.339718299
1986	1.339498394
1987	1.33902585
1988	1.338678167
1989	1.338568233
1990	1.33834117
1991	1.337977819
1992	1.337570042
1993	1.337013236
1994	1.33674377
1995	1.336552875
1996	1.336270278
1997	1.335913618
1998	1.335609175
1999	1.335255836
2000	1.334725974
2001	1.334592368
2002	1.33420728
2003	1.333663337
2004	1.333481768
2005	1.332974236
2006	1.332772521
2007	1.332461189
2008	1.332068514
2009	1.331422089
2010	1.330751167
2011	1.330386259
2012	1.330182882
2013	1.329858027
2014	1.32955015
2015	1.329046169
2016	1.328453699
2017	1.328107148
2018	1.327934077
2019	1.327911741
2020	1.327408637
2021	1.327064112
2022	1.326504658
2023	1.325906562
2024	1.325347129
2025	1.324921314
2026	1.324510204
2027	1.324059992
2028	1.323769884
2029	1.323721975
2030	1.323273061
2031	1.323039192
2032	1.322525338
2033	1.322046051
2034	1.321864775
2035	1.321431926
2036	1.321401673
2037	1.320868838
2038	1.320524558
2039	1.320014636
2040	1.319460114
2041	1.319019555
2042	1.318688561
2043	1.31838291
2044	1.317697215
2045	1.317386985
2046	1.316763421
2047	1.316397712
2048	1.315809388
2049	1.315665518
2050	1.315245778
2051	1.31460907
2052	1.314317263
2053	1.313533194
2054	1.313123466
2055	1.312859234
2056	1.312372033
2057	1.31200631
2058	1.311483234
2059	1.311102124
2060	1.310766157
2061	1.310256825
2062	1.309773246
2063	1.309487173
2064	1.309076288
2065	1.30873507
2066	1.308156059
2067	1.307747962
2068	1.307249384
2069	1.307008069
2070	1.306589954
2071	1.306015934
2072	1.305579625
2073	1.305005542
2074	1.304731482
2075	1.304129734
2076	1.30382737
2077	1.303546703
2078	1.303387049
2079	1.303003817
2080	1.302652153
2081	1.302234947
2082	1.301676352
2083	1.301423459
2084	1.300857575
2085	1.300464348
2086	1.300235753
2087	1.299642462
2088	1.299119998
2089	1.298840273
2090	1.298265488
2091	1.2977784
2092	1.297232834
2093	1.296775306
2094	1.296332694
2095	1.295805068
2096	1.295560934
2097	1.2951443
2098	1.295115374
2099	1.294525021
2100	1.293848027
2101	1.293436016
2102	1.293176791
2103	1.292812978
2104	1.29241603
2105	1.291551964
2106	1.291320627
2107	1.290844882
2108	1.290464389
2109	1.290152535
2110	1.289477557
2111	1.289252651
2112	1.288889026
2113	1.288466835
2114	1.288129947
2115	1.287730062
2116	1.287710162
2117	1.287348472
2118	1.287033803
2119	1.286853323
2120	1.286660158
2121	1.2863652
2122	1.285876944
2123	1.285390454
2124	1.28490517
2125	1.284236936
2126	1.283959387
2127	1.283361455
2128	1.282713134
2129	1.282269183
2130	1.281843624
2131	1.281548768
2132	1.281290729
2133	1.280970683
2134	1.280529997
2135	1.280141472
2136	1.279619656
2137	1.279353654
2138	1.278911405
2139	1.278353186
2140	1.277873408
2141	1.277398783
2142	1.27727821
2143	1.276758472
2144	1.276494256
2145	1.276146606
2146	1.275741938
2147	1.275226768
2148	1.274844293
2149	1.274311043
2150	1.274050587
2151	1.273883159
2152	1.273504847
2153	1.272896861
2154	1.272861879
2155	1.272234993
2156	1.271789161
2157	1.271639415
2158	1.271198317
2159	1.271004546
2160	1.270731928
2161	1.270529377
2162	1.270036447
2163	1.269399475
2164	1.268768999
2165	1.268085283
2166	1.267657338
2167	1.267432268
2168	1.267258222
2169	1.266911659
2170	1.266636211
2171	1.266509993
2172	1.266231841
2173	1.265677951
2174	1.265065178
2175	1.26469968
2176	1.264302386
2177	1.263829784
2178	1.263246307
2179	1.262919011
2180	1.262646435
2181	1.262182779
2182	1.26199019
2183	1.261816775
2184	1.26154859
2185	1.261083358
2186	1.261060956
2187	1.260645261
2188	1.260350249
2189	1.259710061
2190	1.259336475
2191	1.258975494
2192	1.258952002
2193	1.258591561
2194	1.258212311
2195	1.258047725
2196	1.257427001
2197	1.256860439
2198	1.256533273
2199	1.256241234
2200	1.255624568
2201	1.255299617
2202	1.254937175
2203	1.254697293
2204	1.254513377
2205	1.254206513
2206	1.253785932
2207	1.253226319
2208	1.252955306
2209	1.252675192
2210	1.252331
2211	1.252061461
2212	1.251752738
2213	1.251317519
2214	1.251128502
2215	1.25077834
2216	1.250183324
2217	1.249570504
2218	1.249296374
2219	1.248959591
2220	1.248427392
2221	1.24806532
2222	1.247778261
2223	1.247243609
2224	1.246908377
2225	1.246431029
2226	1.246191819
2227	1.245867977
2228	1.245288662
2229	1.245036149
2230	1.244374019
2231	1.243911133
2232	1.243400666
2233	1.243081379
2234	1.242678028
2235	1.242402371
2236	1.241822968
2237	1.241800839
2238	1.241506965
2239	1.241354358
2240	1.240989851
2241	1.240855418
2242	1.240657337
2243	1.240523937
2244	1.240273413
2245	1.239838529
2246	1.239780687
2247	1.239138548
2248	1.238946845
2249	1.238652597
2250	1.23828635
2251	1.237989112
2252	1.237863787
2253	1.237612571
2254	1.237146946
2255	1.236551051
2256	1.236280363
2257	1.235954021
2258	1.235707163
2259	1.235146287
2260	1.234564499
2261	1.234114349
2262	1.233687233
2263	1.233058833
2264	1.232606797
2265	1.23206974
2266	1.231832626
2267	1.231571459
2268	1.231401272
2269	1.231179654
2270	1.230868426
2271	1.23037228
2272	1.230310996
2273	1.229827492
2274	1.22938685
2275	1.229332361
2276	1.228911431
2277	1.228428254
2278	1.228397172
2279	1.228178048
2280	1.227750959
2281	1.227253352
2282	1.226797298
2283	1.226261342
2284	1.226001931
2285	1.225706044
2286	1.225615511
2287	1.225596014
2288	1.225307692
2289	1.225098394
2290	1.224906371
2291	1.224767118
2292	1.224653634
2293	1.224345783
2294	1.224045181
2295	1.223559158
2296	1.223533196
2297	1.223105852
2298	1.222576851
2299	1.222100765
2300	1.221680324
2301	1.221327694
2302	1.220856685
2303	1.220446762
2304	1.220311063
2305	1.219983796
2306	1.21950378
2307	1.21901323
2308	1.218807087
2309	1.218491088
2310	1.218171806
2311	1.217774109
2312	1.217291045
2313	1.216606769
2314	1.216298967
2315	1.216256162
2316	1.215910796
2317	1.215753079
2318	1.21530803
2319	1.214785519
2320	1.214118477
2321	1.213683193
2322	1.213281783
2323	1.213046918
2324	1.212955239
2325	1.212772427
2326	1.212355533
2327	1.211971438
2328	1.211496963
2329	1.211464956
2330	1.211139226
2331	1.210899869
2332	1.210693817
2333	1.210209321
2334	1.209611832
2335	1.209109234
2336	1.208669199
2337	1.208637007
2338	1.208213912
2339	1.207849867
2340	1.207365545
2341	1.207341487
2342	1.207022779
2343	1.206517687
2344	1.206033886
2345	1.205709656
2346	1.205202999
2347	1.20504942
2348	1.2048079
2349	1.204353167
2350	1.204117645
2351	1.204094894
2352	1.203874586
2353	1.203848843
2354	1.203785737
2355	1.203576015
2356	1.203523324
2357	1.203496742
2358	1.203128814
2359	1.202691043
2360	1.202440112
2361	1.201881993
2362	1.201813561
2363	1.201397307
2364	1.200927001
2365	1.200406747
2366	1.20021289
2367	1.200129569
2368	1.19990428
2369	1.199570652
2370	1.199199498
2371	1.19913889
2372	1.199022278
2373	1.198608399
2374	1.198374628
2375	1.198006339
2376	1.197529155
2377	1.196958839
2378	1.196802325
2379	1.196273195
2380	1.196127115
2381	1.195721114
2382	1.195483167
2383	1.195456295
2384	1.194973195
2385	1.194945251
2386	1.194616782
2387	1.194351613
2388	1.194028143
2389	1.193612084
2390	1.19331662
2391	1.193291856
2392	1.192761802
2393	1.192425122
2394	1.192229642
2395	1.192060556
2396	1.191630218
2397	1.191589986
2398	1.191211326
2399	1.191154969
2400	1.19110573
2401	1.190600619
2402	1.190513777
2403	1.190465499
2404	1.190436029
2405	1.19023074
2406	1.19003158
2407	1.189667908
2408	1.189187386
2409	1.189168024
2410	1.188756882
2411	1.188408465
2412	1.188203657
2413	1.188172599
2414	1.187984319
2415	1.187694174
2416	1.187470532
2417	1.187286332
2418	1.186653682
2419	1.186358558
2420	1.186245288
2421	1.185997177
2422	1.185976262
2423	1.185916747
2424	1.185649474
2425	1.185374125
2426	1.184957722
2427	1.184916803
2428	1.184472332
2429	1.184178366
2430	1.183818715
2431	1.183336784
2432	1.183082128
2433	1.18284235
2434	1.182405212
2435	1.182350514
2436	1.182256592
2437	1.182227417
2438	1.181776552
2439	1.181743827
2440	1.181722077
2441	1.181201434
2442	1.181059523
2443	1.180973557
2444	1.180561076
2445	1.180185202
2446	1.180118009
2447	1.179949719
2448	1.179783388
2449	1.179711827
2450	1.17937235
2451	1.179026759
2452	1.17883673
2453	1.178810851
2454	1.178607017
2455	1.178387217
2456	1.178303596
2457	1.177906365
2458	1.177869341
2459	1.177404147
2460	1.177229232
2461	1.177040611
2462	1.176743671
2463	1.176519867
2464	1.176451856
2465	1.176291726
2466	1.176162262
2467	1.17586439
2468	1.17569425
2469	1.175270855
2470	1.174890674
2471	1.174869757
2472	1.174381056
2473	1.174335121
2474	1.174307038
2475	1.174094925
2476	1.173850175
2477	1.17333086
2478	1.173037487
2479	1.172472687
2480	1.171903557
2481	1.171487314
2482	1.171412607
2483	1.171040508
2484	1.17074801
2485	1.170330849
2486	1.169864113
2487	1.169540501
2488	1.169314938
2489	1.169288896
2490	1.168997194
2491	1.168489922
2492	1.168054125
2493	1.168014866
2494	1.167758128
2495	1.167200779
2496	1.166828415
2497	1.166784396
2498	1.166478137
2499	1.16611354
